Opinion,Labels,,,,,,,,,,,,,,,,,,,,,,
Sáng ch? nh?t mà các c?u d?y tr??c 7h thì ?a ph?n ?ã h?c ???c thói quen t?t ng? ngh? khoa h?c t? kì h?c quân s?,Positive,,,,,,,,,,,,,,,,,,,,,,
"Chào m?ng ??n v?i fanpage c?a chúng tôi! ?ây là n?i dành riêng cho các b?n sinh viên có th? tho?i mái b?c b?ch nh?ng n?i lòng, chia s? nh?ng câu chuy?n c?a b?n thân mình. Chúng tôi hi?u r?ng ?ôi khi cu?c s?ng sinh viên có th? r?t áp l?c và ??y thách th?c. Vì v?y, chúng tôi mong mu?n t?o ra m?t c?ng ??ng thân thi?n và h? tr?, n?i mà các b?n có th? ??n g?i g?m t?t c? nh?ng suy ngh?, c?m xúc và chia s? v?i nhau. Chúng tôi hy v?ng fanpage c?a chúng tôi s? tr? thành m?t ?i?m ??n lý t??ng cho các b?n sinh viên và s? luôn ? bên c?nh các b?n trong cu?c hành trình h?c t?p, rèn luy?n và phát tri?n b?n thân.
??B?n có ?i?u gì khó nói, b?n có ?i?u gì mu?n nh?n nh? t?i ng??i th??ng, xin info hay ??n gi?n ch? là chia s? cách h?c t?p, tr?i nghi?m c?a b?n thân? Nh?n vào link và g?i ngay confessions cho admin thôi nào?? 
",Neutral,,,,,,,,,,,,,,,,,,,,,,
"UTC Confession luôn t?o ?i?u ki?n ?? t?t c? các b?n ???c th? s?c và phát tri?n b?n thân. V?i hy v?ng và m?c tiêu UTC Confession s? tr? thành ?i?m ??n lý t??ng cho sinh viên c?a t?t c? các tr??ng ??i h?c, vì v?y chúng tôi luôn tìm ki?m nh?ng b?n có kh? n?ng ?? ??a UTC Confession g?n h?n n?a ??n t?t c? m?i ng??i.",Positive,,,,,,,,,,,,,,,,,,,,,,
"UTC Confession s? tr? thành m?t ?i?m ??n lý t??ng cho t?t c? các b?n sinh viên, vì v?y ??i ng? admin ?ang tìm ki?m nh?ng c?ng tác viên nhân s? ?am mê và nhi?t huy?t ?? tham gia vào ??i ng? biên t?p viên, ng??i ki?m duy?t, nhà qu?ng cáo, nhà phân tích và trình qu?n lí vi?c làm c?a chúng tôi. N?u b?n là m?t ng??i yêu thích vi?t lách, có kh? n?ng phân tích và ?ánh giá cao, làm vi?c v?i nh?ng câu chuy?n chân th?t và giàu c?m xúc c?a sinh viên, ho?c có ki?n th?c v? truy?n thông và qu?ng cáo",Positive,,,,,,,,,,,,,,,,,,,,,,
"V? trí biên t?p viên s? ??m nhi?m vi?c ch?nh s?a và c?i thi?n các bài vi?t c?a các tác gi?, b?t l?i chính t? và ng? pháp, ??ng th?i phân tích và ?ánh giá ch?t l??ng n?i dung. V? trí ng??i ki?m duy?t s? ??m nhi?m vi?c xác th?c và tri?n khai chính sách qu?n lý ý ki?n c?a chúng tôi, ?? xu?t các n?i dung phù h?p v?i quan ?i?m c?a UTC Confession. V? trí nhà qu?ng cáo s? ??m nhi?m vi?c qu?ng bá cho các s?n ph?m và d?ch v? c?a UTC Confession qua các kênh truy?n thông. V? trí nhà phân tích s? ?ánh giá và phân tích d? li?u c?a UTC Confession trên các n?n t?ng truy?n thông xã h?i ?? ??a ra các chi?n l??c ti?p th? phù h?p. Cu?i cùng v? trí trình qu?n lí vi?c làm s? ??m nhi?m vi?c c?p nh?t các thông tin v? s? ki?n và công vi?c phù h?p v?i chuyên ngành c?a sinh viên.",Neutral,,,,,,,,,,,,,,,,,,,,,,
Lâu lâu t? h?i không bi?t tr??ng mình cô giáo nào xinh nh?t ?y nh?,Neutral,,,,,,,,,,,,,,,,,,,,,,
??ng ? sân tr??ng tôi c? ng? nh? ?ang vào tiên c?nh,Positive,,,,,,,,,,,,,,,,,,,,,,
Nhìn mê các ch?,Positive,,,,,,,,,,,,,,,,,,,,,,
"M?t b?n trai tr??ng Giao Thông có ?i?u nh?n g?i ??n nh?ng bông hoa ? "" v?a chu?i "" s? 3 C?u Gi?y:
Xin chúc b?n gái giao thông
Hôm nay s? có bông h?ng t?ng tay
V?n t? thì c?ng ch?ng hay
Th? thì c?ng th? nên bày chút thôii 
S?ng vui s?ng kh?e yêu ??i
Không bu?n không chán và v?i n?i s?u
Làm chi c? ph?i lo âu
Vi?c ?ó ?? cánh mày râu lo mà 
Ph? n? dáng ??p kiêu sa
Thùy m? duyên dáng n?t na d?u dàng
Vi?c nhà vi?c n??c ??m ?ang
X?ng ?áng danh hi?u gái làng Giao Thông 
Em thì ch? có t?m lòng
G?i t?ng các ch? m?y dòng này thôii
N? c??i hãy gi? trên môi
Vui v? h?nh phúc yêu ??i h?n nhaaa
< Ph?i share thôi các ch? em ?i, cho m?i ng??i th?y con gái Giao Thông x?n xò nh? nào>",Positive,,,,,,,,,,,,,,,,,,,,,,
"M?i l?n ??u nh?p h?c, mình còn b? ng? v?i tr??ng l?p và b?n bè m?i, nh?ng r?i h?c ???c m?t th?i gian mình c?ng b?t ??u quen v?i môi tr??ng xung quanh và nói chuy?n v?i nhi?u b?n trong l?p h?n và r?i mình b?t ??u ?? ý ??n c?u, m?t cô gái tóc ng?n nâu,vóc dáng nh? bé,mình c? g?ng ??n ti?p c?n c?u ?? nói chuy?n v?i c?u thì th?y c?u không khó g?n l?m ng??c l?i còn r?t thân thi?n ?y.Vì mình hay sang ???ng ?? b?t xe buýt v? nhà nên c?ng h?i s? xe c? qua l?i nh?ng may m?n thay c?u c?ng sang bên kia nên mình c?m th?y yên tâm h?n khi có ng??i ?i cùng, sang ???ng cùng c?u mình nói chuy?n v?i nhau và c?ng c??i ?ùa v?i nhau nhi?u h?n, m?i l?n v?y mình c?m th?y r?t h?nh phúc, mình mu?n ti?p t?c mu?n nói chuy?n v?i c?u nhiêu h?n ko ch? lúc tan h?c mà còn ? trên l?p, mu?n th?y n? c??i c?a c?u m?i ngày.Cu?i cùng mình chúc c?u 8/3 vui v? và h?nh phúc nhé cô gái ?áng iu.",Neutral,,,,,,,,,,,,,,,,,,,,,,
"Em chào các anh ch? , em là 2k5 và n?m nay có d? ??nh thi vào tr??ng mình . M?i ng??i cho em h?i là ?i?m IELTS s? dc quy ??i nh? th? nào ? ? Và n?u em vào ngành k có ph??ng th?c xét tuy?n k?t h?p hay h?c b? mà ch? có thi chay thì em có th? quy ??i ?i?m IELTS ra thành ?i?m thi THPTQG dc k ?? Em xin c?m ?n m?i ng??i!!",Neutral,,,,,,,,,,,,,,,,,,,,,,
?i?m ilets quy ??i thì em kham kh?o ?? án thi c?a tr??ng các n?m tr??c,Neutral,,,,,,,,,,,,,,,,,,,,,,
Còn ngành em vào ch? có thi chay thì anh ngh? là ?i?m ilets s? ko ???c c?ng ?? ??m b?o ch?t l??ng ??u vào c?a tr??ng,Negative,,,,,,,,,,,,,,,,,,,,,,
"Em chào anh ch?, em là 2k5 ?ang có ý ??nh thi vào tr??ng mình, em hy v?ng vài tháng n?a thôi có th? khoác long bào ?i kh?p ??t Hà N?i ?? anh ch? có th? review v? tr??ng cho em ???c không ? nh? là c? s? v?t ch?t, gi?ng viên, h?c phí,... nh? th? nào ???c không ?. Em cám ?n anh ch? nhi?u.",Neutral,,,,,,,,,,,,,,,,,,,,,,
Mu?n ch?t l??ng h?c t?p t?t mà h?c phí l?i r? thì ch? có vào Giao Thông V?n T?i thôi em ,Positive,,,,,,,,,,,,,,,,,,,,,,
"tr??ng này không có thi l?i ?âu em nhé, ch? có h?c l?i thôi",Negative,,,,,,,,,,,,,,,,,,,,,,
"Em mà vào IT CLC thì nh? vua chúa, gái theo ??m không xu? n?u là nam, trai cung ph?ng nh? n? hoàng n?u là n?. Lu?ng cao chót vót, th?y cô ?u ái, con c?ng c?a tru?ng ?u?c cái h?c phí r? ?i?m sàn th?p",Positive,,,,,,,,,,,,,,,,,,,,,,
Tr??ng mình có ?i?u hoà!,Positive,,,,,,,,,,,,,,,,,,,,,,
C? s? v?t ch?t c?ng x?n xò v?i ?ang ???c c?i ti?n d?n n?a,Positive,,,,,,,,,,,,,,,,,,,,,,
H?c phí r? nhé nên có h?c l?i thì ??ng bu?n,Positive,,,,,,,,,,,,,,,,,,,,,,
"Vào ?i em :))) nh?t là ngành ?i?n t? vi?n thông
D? l?m nh?ng mà là d? tr??t :)))",Negative,,,,,,,,,,,,,,,,,,,,,,
"Giao thông là t??ng lai c?a em, là hy v?ng c?a em",Positive,,,,,,,,,,,,,,,,,,,,,,
"n?u h?c khoa c? khí thì ch? sau 1 2 n?m thôi, em s? d?n d?n m?t ?i c?m giác v?i con gái ",Negative,,,,,,,,,,,,,,,,,,,,,,
Gái k? thu?t k khô khan ,Positive,,,,,,,,,,,,,,,,,,,,,,
trai k? thu?t m?i khô khan,Negative,,,,,,,,,,,,,,,,,,,,,,
Kì quân s? c?a các c?u nh? th? nào? Chia s? nh?ng kho?nh kh?c thú v? c?a mình t?i ?ây nhé,Neutral,,,,,,,,,,,,,,,,,,,,,,
"Ch? em nào mà ch?a có ng??i yêu thì ??n s? 3 C?u Gi?y nhé
?i 1 là v? 2 nheeee",Positive,,,,,,,,,,,,,,,,,,,,,,
"T? hào là m?t ph?n c?a ""v??n chu?i""??
Hoa trong v??n tuy ít mà ch?t l??ng??",Positive,,,,,,,,,,,,,,,,,,,,,,
ra s? 3 C?u Gi?y tôi d?n ?i xem cây n? c??,Neutral,,,,,,,,,,,,,,,,,,,,,,
tôi qua xem các ch?ng t??ng lai h?c t?p ra sao b?n ?,Neutral,,,,,,,,,,,,,,,,,,,,,,
H?c ngu quá nên nh? ch?ng gánh gen cho con v?y,Neutral,,,,,,,,,,,,,,,,,,,,,,
"trai ch?y nhong nhong kh?p tr??ng, ?c ng?m trai tho? thích =))))",Neutral,,,,,,,,,,,,,,,,,,,,,,
"G?i ??n b?n nam nào ?ó
Tôi b?t ??u chú ý ??n c?u khi ?ang trong quãng th?i gian h?c quân s? . Có l? m?t tình c? nào ?ó mà tôi ?ã va ph?i ánh m?t c?u r?i l? say ??m c?u , tôi ch?a tình thích ai , hay yêu ???ng v?i ai c? v?y nên  c?ng m?t m?t kho?ng th?i gian khá dài tôi ?ã nh?n ra b?n thân ph?i lòng c?u nh? th? nào
...C?u bi?t không ,không lúc nào tôi ng?ng ngh? v? c?u , ban  ??u tôi r?t hoang mang và không bi?t b?n thân t?i sao l?i chú ý ??n m?t ng??i khác gi?i nhi?u ??n v?y r?i sau ?ó là nh?ng ngày t? ??t câu h?i nên làm gì ?? ???c ti?p xúc v?i c?u hay g?n c?u h?n c? B?i vì không chung l?p và tôi c?ng ch?a t?ng nói chuy?n tr?c ti?p v?i c?u ...
Có v? ?iên r? nh?ng t ?ã l?p acc ph? ?? ???c nói chuy?n v?i c?u nhi?u h?n.Và c? th? nhi?u ngày sau ?ó tôi ???c nh?n tin v?i c?u càng bi?t nhi?u chuy?n c?a c?u h?n m?c dù c?u không bi?t tôi là ai ,à mà t?t nhiên là thích nhi?u h?n 
Có l?n nào ?ó tôi  h?i vu v? nh?ng c?u b?o thích hi?n t?i ,không có ý ??nh yêu  ???ng, ...
Nhi?u ngày sau ?ó tôi ?ành bày t? th?t lòng v?i c?u ?y r?ng b?n thân mình có tình c?m v?i c?u r?i xoá acc m?c cho c?u tò mò v? tôi th? nào. Vì tôi t??ng nh? th? s? quên ???c c?u nh?ng không. Tôi càng thích c?u nhi?u h?n ,tò mò v? c?u nhi?u h?n . Tâm tr?ng tôi vô cùng r?i b?i m?i l?n ngh? v? dáng v? c?a c?u .Tôi luôn ??ng t? xa h??ng ánh m?t v? phía c?u , theo dõi c?u
Có l? tôi v?i c?u c?ng khó ??n ???c v?i nhau hay tôi s? s? làm phi?n c?u nhi?u h?n dù c? g?ng th? nào ?i n?a nên tôi không dám bày t? tình c?m th?c s? .. 
C?m ?n c?u vì ?ã là ph?n nào ?ó trong thanh xuân c?a tôi ,là ng??i mà trái tim l? nh?p mà rung ??ng l?n ??u .
Không bi?t c?u có ??c ???c l?i tâm s? này không.T?m bi?t c?u...Mình thích c?u",Neutral,,,,,,,,,,,,,,,,,,,,,,
"H?i c?p 2, c?u - ng??i con trai luôn l?c quan, luôn t?a n?ng l??ng tích c?c, t? tin. C?u có khuôn m?t d? th??ng, luôn c??i, c?u ??i x? t?t b?ng v?i t?t c? m?i ng??i, c?u tinh t?, có m?t chút x?u tính nên ???c nhi?u ng??i thích. C?u hay rep tin nh?n r?t nhanh... Lên c?p 3, c?u và tôi không h?c cùng nhau, nh?ng c?u v?n thi tho?ng nh?n tin v?i tôi, tôi c?m th?y m?t chút bu?n. Và trong kho?ng th?i gian h?c c?p 3, không bi?t c?u g?p ph?i nh?ng chuy?n gì, c?u ?ánh m?t b?n thân, c?u tr? nên h??ng n?i, tr?m tính, không còn hài h??c nh? tr??c n?a. C?u h?u nh? không chia s? m?i th? v? cu?c s?ng lên m?ng xã h?i nh? tr??c n?a, c?u t? ti, r?t rè...Nh?ng tôi v?n thích c?u, tôi nh? n? c??i c?a c?u, tôi nh? c?u c?a h?i tr??c, tôi nh? nh?ng k? ni?m vui v? cùng c?u. C?u bi?t không, c?u ?ã ?ánh m?t b?n thân mình m?t kho?ng th?i gian r?t lâu ??y, ?ã 5-6 n?m, k? t? khi c?u lên c?p 3. Gi? c?u ?ã là sinh viên n?m 3 c?a UTC. G?n ?ây tôi th?y c?u ?ã có ti?n tri?n t?t h?n trên con ???ng tìm l?i b?n thân c?a ngày tr??c. C?u t? tin h?n, c?u th? hi?n nhi?u h?n, c?u tho?i mái h?n,... dù ch? m?t chút. Tôi ?ã nuôi hi v?ng, khi c?u tr? l?i, tôi s? t? tình v?i c?u. Nh?ng...tôi ?ã g?c ngã khi tôi bi?t tin c?u là ""gay"". Tôi c?m th?y h?i h?n vì ?ã không ? liên l?c v?i c?u trong su?t kho?ng th?i gian c?u g?p v?n ?? v? tâm lý. Và trong kho?ng th?i gian ?ó, ?ã có ng??i con trai nào ?ó ?ã giúp c?u tr? l?i, m? lòng h?n ch?ng ?.",Neutral,,,,,,,,,,,,,,,,,,,,,,
"""Tôi c?n mua áo pass l?i
Áo khoác m?i 80%( càng m?i càng t?t)
L nam or XL n?
Giá c? th??ng l??ng""",Neutral,,,,,,,,,,,,,,,,,,,,,,
Nh?ng l?i ?y ?ã ch?m t?i t? r?i c?u ??ng lo nhé,Neutral,,,,,,,,,,,,,,,,,,,,,,
??c c?ng có ngu?i thích mình,Neutral,,,,,,,,,,,,,,,,,,,,,,
"?i?m quá trình 4,3 thì ?i?m thi cu?i kì c?n bao nhiêu ?? qua môn ? :((",Neutral,,,,,,,,,,,,,,,,,,,,,,
?i?m quá trình 10 thì c?n bao nhiêu ?? qua môn ??,Neutral,,,,,,,,,,,,,,,,,,,,,,
áo c? mà l?y ??t h?n c? áo mua v?y,Negative,,,,,,,,,,,,,,,,,,,,,,
Ông nào ra kh?i phòng thi c?ng b?o ?? khó :((,Negative,,,,,,,,,,,,,,,,,,,,,,
không hài lòng nh?p môn v?n t?i s?t cho l?m :))),Negative,,,,,,,,,,,,,,,,,,,,,,
H?i ai c?ng ch?a ôn gì nao có ?i?m ông nào c?ng 9 10 :))),Neutral,,,,,,,,,,,,,,,,,,,,,,
?? c?ng khoai,Negative,,,,,,,,,,,,,,,,,,,,,,
?? khó th?t mà,Negative,,,,,,,,,,,,,,,,,,,,,,
Câu chuy?n c?m l?nh gi?a 2 sinh viên Giao Thông,Neutral,,,,,,,,,,,,,,,,,,,,,,
ng??i b?n b?o ?? khó mà xin nh? con 10 c?a các c?u vào ki?m ch?ng xem,Neutral,,,,,,,,,,,,,,,,,,,,,,
Em mu?n h?i là e hi?n là sinh viên n?m nh?t có xin chuy?n ngành ???c không ? và n?u chuy?n ???c thì c?n nh?ng gì ?,Neutral,,,,,,,,,,,,,,,,,,,,,,
C?n h?c l?i toán lý hóa sinh anh em nhé,Neutral,,,,,,,,,,,,,,,,,,,,,,
Ng??i tàn ác th??ng s?ng th?nh th?i,Negative,,,,,,,,,,,,,,,,,,,,,,
Che nh? không che v?y th?t là m?t b?c ?nh mang n?i dung ?i sâu vào lòng ng??i r?ng fb avt mèo kia r?t ??p trai,Neutral,,,,,,,,,,,,,,,,,,,,,,
tui code không gi?i nh?ng l?i có 10 ng??i yêu,Neutral,,,,,,,,,,,,,,,,,,,,,,
chàng sinh viên n?m nh?t có m?y ch?ng ch? v? cntt cho hay mình code ko gi?i :((,Negative,,,,,,,,,,,,,,,,,,,,,,
"T? v?n nh? ngày ?y, ngày 14 tháng 3 - Valentine tr?ng, và c?ng chính là ngày t? g?p c?u. Tôi là sinh viên n?m 2 tr??ng ??i h?c Kinh t?, và c?u ?y là sinh viên n?m 2 tr??ng Giao thông v?n t?i. Tình c?, chúng tôi g?p nhau trên con ???ng ?i d?o. C?u r?t nh? nhàng và ?m áp khi?n tôi c?m th?y th?t tho?i mái khi bên c?nh. Chúng tôi c??i ?ùa và nói chuy?n v?i nhau th?t tho?i mái, nh?ng r?i lúc chia tay c?u ?y ?ã xin thông tin liên l?c v?i mình. Chúng tôi b?t ??u trò chuy?n qua tin nh?n, m?i ngày ??u nh?n cho nhau, tôi c?m th?y mình ?ang có tình c?m v?i chàng trai này. Chúng tôi quy?t ??nh g?p l?i v?i nhau, và cu?c g?p g? thú v? này ?ã ??a chúng tôi ??n v?i nhau. Tình yêu c?a chúng tôi trôi qua m?t n?m, hôm nay là ngày k? ni?m ??y c?m xúc. Cám ?n c?u ?ã ??n v?i mình, th?t s? r?t h?nh phúc khi có c?u bên c?nh.",Neutral,,,,,,,,,,,,,,,,,,,,,,
Cfs tr??ng mình là ad t? b?a hay sao mà trông nh?m nhí vl,Negative,,,,,,,,,,,,,,,,,,,,,,
ad còn ko có ny thì sao mà vi?t ???c nh? này,Negative,,,,,,,,,,,,,,,,,,,,,,
V?a chu?i l?n nh?t nhì Hn mà c?ng ph?i sang tr??ng Kinh T? g? g?m trai bên ?y à???,Negative,,,,,,,,,,,,,,,,,,,,,,
ae UTC mãi ??nh,Positive,,,,,,,,,,,,,,,,,,,,,,
"Tr??ng mình có sân ch?i nào dành cho các b?n ""?am mê v?n hoá Nh?t B?n"" không ?",Neutral,,,,,,,,,,,,,,,,,,,,,,
M?t công ?ôi vi?c =))),Positive,,,,,,,,,,,,,,,,,,,,,,
"Tr??c h?t mình xin cám ?n các admin ?ã l?p ra page này ?? mình tâm s? m?t chút .Mình là D k63 ,hi?n t?i mình ?ang ? ktx và có chút tình c?m v?i b?n ? phòng bên c?nh .Tính mình h?i nhút nhát ,ít nói mong ac nào h?o tâm hi?n k? giúp e tán c ?",Neutral,,,,,,,,,,,,,,,,,,,,,,
??c l?i cám ?n c?a b?n ??i ng? admin xúc ??ng quá,Positive,,,,,,,,,,,,,,,,,,,,,,
"Chào mng ?, em kh ph?i sinh viên tr??ng mình nh?ng em ?ã yêu 1 b?n k63 h?c ?TVT. B?n em yêu nhau t? lúc h?c c3 ??n nay ?ã ???c g?n 1 n?m. D?o g?n ?ây, b?n ngy em r?t l?, b?n ??i pass fb v?i lí do là c?n s? riêng t? nh?ng tr??c ?ây chính b?n là ng??i ch? ??ng ??a pass cho em, có l?n em nh? b?n ?ón v?, b?n c?ng ?ã ??ng ý nh?ng g?n 1 ti?ng sau b?n l?i nh?n l?i ""anh ng? quên m?t, em t? v? nhé"". Lúc ?ó em c?ng gi?n b?n, v?i tâm lý c?a m?t ng??i bình th??ng khi yêu, em c?ng ch? hy v?ng s? ???c b?n d? dành nh?ng kh, b?n v?n coi nh? ch?a có chuy?n gì x?y ra. ??nh ?i?m nh?t là vào ngày 8/3, b?n b?o em hôm ?ó b?n ph?i h?c v? mu?n nên s? ?i ch?i bù vào ngày khác, th? nh?ng b?n l?i up str ?i ch?i v?i ng??i khác và ?n nó v?i em, b?n em ?ã xem ???c và cap cho em. Em có h?i lí do là t?i sao l?i ph?i gi?u gi?m nh? th? thì b?n ch?n em ??n t?n bây gi?.",Neutral,,,,,,,,,,,,,,,,,,,,,,
"Trong quá trình yêu, em ph?i th?a nh?n r?ng có lúc em c?ng hay gi?n d?i, khó ch?u v?i b?n, th? nh?ng nh?ng ?i?u nh? em v?a k?, em ngh? nó kh ?áng ?? em ph?i ch?u ??ng nh?ng th? nh? th?. N?u b?n ??c ???c thì hy v?ng b?n s? cho c? 2 c? h?i ?? nói chuy?n v?i nhau, tình yêu này s? kh ti?p t?c nh?ng ít nh?t nó ph?i ???c k?t thúc 1 cách rõ ràng",Neutral,,,,,,,,,,,,,,,,,,,,,,
?ki nhìn l?ch h?c A3 A7 khóc d?n ?i là v?a,Negative,,,,,,,,,,,,,,,,,,,,,,
Xong không có thang máy nh?,Negative,,,,,,,,,,,,,,,,,,,,,,
Mùa ?ông h?c ca 1 ch?c tr?m k?m,Negative,,,,,,,,,,,,,,,,,,,,,,
"Môi tr??ng h?c b?ng, b?ng xu?t s?c trong t?m tay nhé",Positive,,,,,,,,,,,,,,,,,,,,,,
Bonus phá sóng wifi n?a,Negative,,,,,,,,,,,,,,,,,,,,,,
?i h?c còn không ???c dùng m?ng n?a,Negative,,,,,,,,,,,,,,,,,,,,,,
A7 t?ng 6 l?i còn mùa hè :)) c? ph?i g?i là v?a n?ng v?a m?t,Negative,,,,,,,,,,,,,,,,,,,,,,
H?c ca 1 cu?c b? thang mà còn ch?a ?n gì,Negative,,,,,,,,,,,,,,,,,,,,,,
tui s?p khóc vì th?i khóa bi?u c?a h?c k? hai rùi,Negative,,,,,,,,,,,,,,,,,,,,,,
combo m?ng lag + không thang máy,Negative,,,,,,,,,,,,,,,,,,,,,,
H?c xong ra ngoài thành ng??i t?i c?,Negative,,,,,,,,,,,,,,,,,,,,,,
Khóc thét,Negative,,,,,,,,,,,,,,,,,,,,,,
Tr??ng ??i h?c n?m trong top các tr??ng có h?c phí th?p nh?t là Giao thông v?n t?i,Positive,,,,,,,,,,,,,,,,,,,,,,
Th? d? mà h?c phí m?t tín h?n 300 cành nh?ng ác qu? trong b?n thân d?n v? xin m? 500,Neutral,,,,,,,,,,,,,,,,,,,,,,
"Tr??ng ra ?? thi ?stt không công b?ng, có ?? khó ?? d?, em vào ?? khó, h?n tr??ng",Negative,,,,,,,,,,,,,,,,,,,,,,
"Admin ôn v?t lí tr??c khi thi, có 5 ch??ng xem qua 4 ch??ng nh?ng ?? h?i vào ch??ng còn l?i, chào thân ái 2 ?i?m lí thuy?t luôn",Negative,,,,,,,,,,,,,,,,,,,,,,
"?? khó thì l?y ?âu ra ?i?m cao mà ?n  , b?t công th?t s?",Negative,,,,,,,,,,,,,,,,,,,,,,
n?u ?ã hi?u bài thì d? khó ??u làm ?c,Positive,,,,,,,,,,,,,,,,,,,,,,
"m?i t?i tr??ng vào cái ?? mà cô không cho làm ví d? , b?t mình ph?i t? suy ngh? cách tính",Negative,,,,,,,,,,,,,,,,,,,,,,
t mà h?c l?i ?stt thì t s? h?n tr??ng,Negative,,,,,,,,,,,,,,,,,,,,,,
"admin thi ?stt tr??c 1 tháng r?i mà ch?a có ?i?m ?ây, n?m n?p lo s?",Neutral,,,,,,,,,,,,,,,,,,,,,,
cho em h?i ng??ng ?i?m ?? n?p h? s? xét tuy?n bao gi? công b? v?y ?,Neutral,,,,,,,,,,,,,,,,,,,,,,
"Ng??ng ?i?m n?p nguy?n v?ng á, mình thi xong thì c? ??ng kí nguy?n v?ng thôi em
R?i h? th?ng l?y t? cao xu?ng",Neutral,,,,,,,,,,,,,,,,,,,,,,
"Theo mình bi?t, tr??ng có nhi?u ki?u xét tuy?n mà
Xét tuy?n b?ng ?i?m thi THPTQG
Xét tuy?n b?ng h?c b? ( h?c b? l?y ch? tiêu ít và ?i?m chu?n r?t cao và s? bi?t k?t qu? tr??c khi bi?t ?i?m thi THPTQG )
Xét tuy?n k?t h?p: ?i?m thi + ielts
?i?m thi THPTQG và ?i?m xét tuy?n k?t h?p công b? cùng nhau thì ph?i",Neutral,,,,,,,,,,,,,,,,,,,,,,
"Mng thân m?n ?i. ?? ph?c v? công cu?c tán ?? crush mng có th? cho em xin th?i khóa bi?u l?p CNTT 2 Vi?t Anh K62 khum. Thích b?n ý l?m mà khum quen ai l?p này ?? xin tkb c?. 
Hay ad xin dùm em v?i ??
C?m ?n m?i ng?i nhìu.",Neutral,,,,,,,,,,,,,,,,,,,,,,
hack vào h? th?ng tr??ng xem tkb ?i bro,Neutral,,,,,,,,,,,,,,,,,,,,,,
nh?ng ?i?u ?ó không ??ng ngh?a v?i vi?c là b?n s? thi qua b?ng lái xe A1,Negative,,,,,,,,,,,,,,,,,,,,,,
"""Sinh viên Giao Thông làm ch? giao thông""",Positive,,,,,,,,,,,,,,,,,,,,,,
t?ch lí thuy?t hay th?c hành,Negative,,,,,,,,,,,,,,,,,,,,,,
"Hi?n t?i mình v??ng vào hoàn c?nh khá quan ng?i. Mình là sinh viên n?m 2, ?? mà nói v? th?i thanh xuân th?m th??ng m?t ng??i thì mình c?ng có. C?ng t??ng t? xong thích th?m ng??i ta m?t th?i gian dài mà c?ng ch?ng dám nói. ?m là hèn ??y. M?i chuy?n c?ng ch?ng có gì khi mình g?p l?i cô b?n ?y g?n ?ây (mình và b?n ?y h?c khác tr??ng),c?ng ???c accept xong nói chuy?n r?t h?p n?a, c?ng nói chuy?n ?êm khuya ??n g?n sáng sáng nói ?? th? trên ??i. Mà nh?ng lúc nói chuy?n hai ??a cùng c??i tim mình c?ng l?c m?t nh?p ,so v?i c?m xúc x?a c?ng không khác là bao. Nhi?u lúc mình c?ng ng? nh? mình và b?n ?y là ?ôi m?i yêu nhau. ?ôi lúc c?ng ?an xen l?i nh?c nh? ân c?n cùng l?i chúc ng? ngon. Mà mình v?i b?n ?y c?ng ch?a ph?i ng??i yêu. Nó ? cái ng??ng nào ?y mà không ph?i yêu c?ng không th? là b?n ???c(vì nh?ng ?i?u nh? th?) c? coi nh? là m?p m? ?i.
V?y v?n ?? ? ?ây mình nên ti?p t?c trong m?i quan h? m?p m? này không? Hay ??n m?c nào ?y mình ph?i h?i rõ m?i quan h? ??ng ngh?a t? ??t m?i duyên này?",Neutral,,,,,,,,,,,,,,,,,,,,,,
???ng nhiên là không nên m?p m?. Yêu là ph?i nói không th?ng khác c??p m?t. Không ??ng ý thì có b?n khác vì trai UTC không thi?u gái,Neutral,,,,,,,,,,,,,,,,,,,,,,
Tr??ng ??i h?c giao thông v?n t?i gi?m h?c phí cho sinh viên,Positive,,,,,,,,,,,,,,,,,,,,,,
sáng thi gtich giám th? b?o các em h?c l?i nhi?u cho tr??ng có ti?n thay dàn máy m?i,Positive,,,,,,,,,,,,,,,,,,,,,,
nma toán này nó l? l?m,Negative,,,,,,,,,,,,,,,,,,,,,,
T? nhiên th?y ghét tr??ng ngang :),Negative,,,,,,,,,,,,,,,,,,,,,,
"th?y trông thi r?t hài h??c nói : h?c l?i ?i , các e s? ?c m?t chi?c c? s? v?t ch?t khang trang h?n",Positive,,,,,,,,,,,,,,,,,,,,,,
?úng là tr??ng nhi?u ?àn ông quá nên các th?y c?ng có v?n ?? =)))),Negative,,,,,,,,,,,,,,,,,,,,,,
th?y phòng t ki?u ch?c j ?ã n?p bài s?m là làm ?c bài,Neutral,,,,,,,,,,,,,,,,,,,,,,
"Tr??ng thì yêu th?t, nh?ng tr??ng cho ?? khó thì ph?i thù :((",Negative,,,,,,,,,,,,,,,,,,,,,,
Cho em xin h?i in4 các a/c ?i tham gia ngày h?i h??ng nghi?p ? tr??ng chuyên Biên Hòa - Hà Nam sáng ngày 18/3 ?c ko ?...,Neutral,,,,,,,,,,,,,,,,,,,,,,
